Hit,Title,Artist,Featuring,Artist_Feat
0,Meant to Live,Switchfoot,0,Switchfoot
0,I Like That,"Houston featuring Chingy, Nate Dogg and I-20",1,Houston 
0,Sorry 2004,Ruben Studdard,0,Ruben Studdard
0,My Happy Ending,Avril Lavigne,0,Avril Lavigne
0,On Fire,Lloyd Banks,0,Lloyd Banks
0,Roses,OutKast,0,OutKast
0,Walked Outta Heaven,Jagged Edge,0,Jagged Edge
0,Lose My Breath,Destiny's Child,0,Destiny's Child
0,My Band,D12,0,D12
0,I'm Still in Love with You,Sean Paul featuring Sasha,1,Sean Paul 
0,Through the Wire,Kanye West,0,Kanye West
0,Why?,Jadakiss featuring Anthony Hamilton,1,Jadakiss 
0,Fuck It (I Don't Want You Back),Eamon,0,Eamon
0,Read Your Mind,Avant,0,Avant
0,Game Over (Flip),Lil' Flip,0,Lil' Flip
0,One Thing,Finger Eleven,0,Finger Eleven
0,Headsprung,LL Cool J,0,LL Cool J
0,Get Low,Lil Jon & the East Side Boyz featuring Ying Yang Twins,1,Lil Jon & the East Side Boyz 
0,Drop It Like It's Hot,Snoop Dogg featuring Pharrell,1,Snoop Dogg 
0,U Should've Known Better,Monica,0,Monica
0,On the Way Down,Ryan Cabrera,0,Ryan Cabrera
0,Breakaway,Kelly Clarkson,0,Kelly Clarkson
0,Why Don't You & I,Santana featuring Alex Band or Chad Kroeger,1,Santana 
0,Are You Gonna Be My Girl,Jet,0,Jet
0,100 Years,Five for Fighting,0,Five for Fighting
0,Breaking the Habit,Linkin Park,0,Linkin Park
0,Gigolo,Nick Cannon featuring R. Kelly,1,Nick Cannon 
0,Live Like You Were Dying,Tim McGraw,0,Tim McGraw
0,Remember When,Alan Jackson,0,Alan Jackson
0,Everytime,Britney Spears,0,Britney Spears
0,Southside,Lloyd featuring Ashanti,1,Lloyd 
0,Dude,Beenie Man featuring Ms. Thing,1,Beenie Man 
0,Wanna Get to Know You,G-Unit featuring Joe,1,G-Unit 
0,Let's Get It Started,The Black Eyed Peas,0,The Black Eyed Peas
0,When the Sun Goes Down,Kenny Chesney and Uncle Kracker,0,Kenny Chesney and Uncle Kracker
0,American Soldier,Toby Keith,0,Toby Keith
0,Change Clothes,Jay-Z,0,Jay-Z
0,Don't Tell Me,Avril Lavigne,0,Avril Lavigne
0,You'll Think of Me,Keith Urban,0,Keith Urban
0,Happy People,R. Kelly,0,R. Kelly
0,Hey Mama,The Black Eyed Peas,0,The Black Eyed Peas
0,Over and Over,Nelly featuring Tim McGraw,1,Nelly 
0,Redneck Woman,Gretchen Wilson,0,Gretchen Wilson
0,Just Lose It,Eminem,0,Eminem
0,Letters from Home,John Michael Montgomery,0,John Michael Montgomery
0,I Go Back,Kenny Chesney,0,Kenny Chesney
1,We Belong Together,Mariah Carey,0,Mariah Carey
1,Hollaback Girl,Gwen Stefani,0,Gwen Stefani
1,Let Me Love You,Mario,0,Mario
1,Since U Been Gone,Kelly Clarkson,0,Kelly Clarkson
1,"1, 2 Step",Ciara featuring Missy Elliott,1,Ciara 
1,Gold Digger,Kanye West featuring Jamie Foxx,1,Kanye West 
1,Boulevard of Broken Dreams,Green Day,0,Green Day
1,Candy Shop,50 Cent featuring Olivia,1,50 Cent 
1,Don't Cha,The Pussycat Dolls featuring Busta Rhymes,1,The Pussycat Dolls 
1,Behind These Hazel Eyes,Kelly Clarkson,0,Kelly Clarkson
0,Disco Inferno,50 Cent,0,50 Cent
0,You and Me,Lifehouse,0,Lifehouse
0,Don't Phunk with My Heart,The Black Eyed Peas,0,The Black Eyed Peas
0,Lose Control,Missy Elliott featuring Ciara and Fatman Scoop,1,Missy Elliott 
0,Shake It Off,Mariah Carey,0,Mariah Carey
0,Mr. Brightside,The Killers,0,The Killers
0,Just a Lil Bit,50 Cent,0,50 Cent
0,Pon de Replay,Rihanna,0,Rihanna
0,How We Do,The Game featuring 50 Cent,1,The Game 
0,Beverly Hills,Weezer,0,Weezer
0,Oh,Ciara featuring Ludacris,1,Ciara 
0,Lonely No More,Rob Thomas,0,Rob Thomas
0,Hate It or Love It,The Game featuring 50 Cent,1,The Game 
0,Lovers & Friends,Lil Jon featuring Usher and Ludacris,1,Lil Jon 
0,Soldier,Destiny's Child featuring T.I. and Lil Wayne,1,Destiny's Child 
0,Switch,Will Smith,0,Will Smith
0,Let Me Hold You,Bow Wow featuring Omarion,1,Bow Wow 
0,Like You,Bow Wow featuring Ciara,1,Bow Wow 
0,Rich Girl,Gwen Stefani featuring Eve,1,Gwen Stefani 
0,My Humps,The Black Eyed Peas,0,The Black Eyed Peas
0,Obsession (No Es Amor),Frankie J featuring Baby Bash,1,Frankie J 
0,Caught Up,Usher,0,Usher
0,Listen to Your Heart,DHT featuring Edmee,1,DHT 
0,Scars,Papa Roach,0,Papa Roach
0,Feel Good Inc.,Gorillaz,0,Gorillaz
0,Let Me Go,3 Doors Down,0,3 Doors Down
0,Holiday,Green Day,0,Green Day
0,"Sugar, We're Goin Down",Fall Out Boy,0,Fall Out Boy
0,Grind with Me,Pretty Ricky,0,Pretty Ricky
0,Run It!,Chris Brown featuring Juelz Santana,1,Chris Brown 
0,Photograph,Nickelback,0,Nickelback
0,Lonely,Akon,0,Akon
0,Collide,Howie Day,0,Howie Day
0,Wake Me Up When September Ends,Green Day,0,Green Day
0,Slow Down,Bobby Valentino,0,Bobby Valentino
0,Some Cut,Trillville featuring Cutty,1,Trillville 
0,Get It Poppin',Fat Joe featuring Nelly,1,Fat Joe 
0,Play,David Banner,0,David Banner
0,Soul Survivor,Young Jeezy featuring Akon,1,Young Jeezy 
0,Pimpin' All Over the World,Ludacris featuring Bobby Valentino,1,Ludacris 
0,Sugar (Gimme Some),"Trick Daddy featuring Ludacris, Lil' Kim and Cee Lo Green",1,Trick Daddy 
0,Karma,Alicia Keys,0,Alicia Keys
0,Speed of Sound,Coldplay,0,Coldplay
0,I Don't Want to Be,Gavin DeGraw,0,Gavin DeGraw
0,Mockingbird,Eminem,0,Eminem
0,La Tortura,Shakira featuring Alejandro Sanz,1,Shakira 
0,Baby I'm Back,Baby Bash featuring Akon,1,Baby Bash 
0,Wait (The Whisper Song),Ying Yang Twins,0,Ying Yang Twins
0,Incomplete,Backstreet Boys,0,Backstreet Boys
0,Bring Em Out,T.I.,0,T.I.
0,Cater 2 U,Destiny's Child,0,Destiny's Child
0,1 Thing,Amerie,0,Amerie
0,Best of You,Foo Fighters,0,Foo Fighters
0,It's Like That,Mariah Carey featuring Jermaine Dupri and Fatman Scoop,1,Mariah Carey 
0,Goin' Crazy,Natalie,0,Natalie
0,Inside Your Heaven,Carrie Underwood,0,Carrie Underwood
0,Because of You,Kelly Clarkson,0,Kelly Clarkson
0,Truth Is,Fantasia,0,Fantasia
0,Your Body,Pretty Ricky,0,Pretty Ricky
0,Beautiful Soul,Jesse McCartney,0,Jesse McCartney
0,Cool,Gwen Stefani,0,Gwen Stefani
0,Get Back,Ludacris,0,Ludacris
0,Outta Control,50 Cent featuring Mobb Deep,1,50 Cent 
0,U Don't Know Me,T.I.,0,T.I.
0,These Words,Natasha Bedingfield,0,Natasha Bedingfield
0,Don't Lie,The Black Eyed Peas,0,The Black Eyed Peas
0,Get Right,Jennifer Lopez,0,Jennifer Lopez
0,Daughters,John Mayer,0,John Mayer
0,As Good as I Once Was,Toby Keith,0,Toby Keith
0,Girlfight,Brooke Valentine featuring Lil Jon and Big Boi,1,Brooke Valentine 
0,Ordinary People,John Legend,0,John Legend
0,We Be Burnin',Sean Paul,0,Sean Paul
0,Just the Girl,The Click Five,0,The Click Five
0,True,Ryan Cabrera,0,Ryan Cabrera
0,O,Omarion,0,Omarion
0,Back Then,Mike Jones,0,Mike Jones
0,Numb/Encore,Jay-Z and Linkin Park,0,Jay-Z and Linkin Park
0,Wonderful,Ja Rule featuring R. Kelly and Ashanti,1,Ja Rule 
0,I'm Sprung,T-Pain,0,T-Pain
0,Chariot,Gavin DeGraw,0,Gavin DeGraw
0,U Already Know,112 featuring Foxy Brown,1,112 
0,Mississippi Girl,Faith Hill,0,Faith Hill
0,Number One Spot,Ludacris,0,Ludacris
0,Give Me That,Webbie featuring Bun B,1,Webbie 
1,Bad Day,Daniel Powter,0,Daniel Powter
1,Temperature,Sean Paul,0,Sean Paul
1,Promiscuous,Nelly Furtado featuring Timbaland,1,Nelly Furtado 
1,You're Beautiful,James Blunt,0,James Blunt
1,Hips Don't Lie,Shakira featuring Wyclef Jean,1,Shakira 
1,Unwritten,Natasha Bedingfield,0,Natasha Bedingfield
1,Crazy,Gnarls Barkley,0,Gnarls Barkley
1,Ridin',Chamillionaire featuring Krayzie Bone,1,Chamillionaire 
1,SexyBack,Justin Timberlake featuring Timbaland,1,Justin Timberlake 
1,Check on It,Beyoncé featuring Slim Thug,1,Beyoncé 
0,Be Without You,Mary J. Blige,0,Mary J. Blige
0,Grillz,"Nelly, Paul Wall and Ali & Gipp",0,"Nelly, Paul Wall and Ali & Gipp"
0,Over My Head (Cable Car),The Fray,0,The Fray
0,Me & U,Cassie,0,Cassie
0,Buttons,Pussycat Dolls featuring Snoop Dogg,1,Pussycat Dolls 
0,So Sick,Ne-Yo,0,Ne-Yo
0,It's Goin' Down,Yung Joc featuring Nitti,1,Yung Joc 
0,SOS,Rihanna,0,Rihanna
0,I Write Sins Not Tragedies,Panic! at the Disco,0,Panic! at the Disco
0,Move Along,The All-American Rejects,0,The All-American Rejects
0,London Bridge,Fergie,0,Fergie
0,Dani California,Red Hot Chili Peppers,0,Red Hot Chili Peppers
0,Snap Yo Fingers,Lil Jon featuring E-40 and Sean Paul,1,Lil Jon 
0,"Lean wit It, Rock wit It",Dem Franchize Boyz,0,Dem Franchize Boyz
0,What Hurts the Most,Rascal Flatts,0,Rascal Flatts
0,How to Save a Life,The Fray,0,The Fray
0,Unfaithful,Rihanna,0,Rihanna
0,Chasing Cars,Snow Patrol,0,Snow Patrol
0,Lips of an Angel,Hinder,0,Hinder
0,Everytime We Touch,Cascada,0,Cascada
0,Ain't No Other Man,Christina Aguilera,0,Christina Aguilera
0,"Dance, Dance",Fall Out Boy,0,Fall Out Boy
0,Money Maker,Ludacris featuring Pharrell,1,Ludacris 
0,Ms. New Booty,Bubba Sparxxx featuring Ying Yang Twins,1,Bubba Sparxxx 
0,(When You Gonna) Give It Up to Me,Sean Paul featuring Keyshia Cole,1,Sean Paul 
0,Stickwitu,Pussycat Dolls,0,Pussycat Dolls
0,I'm 'n Luv (wit a Stripper),T-Pain featuring Mike Jones,1,T-Pain 
0,Where'd You Go,Fort Minor featuring Holly Brook and Jonah Matranga,1,Fort Minor 
0,Yo (Excuse Me Miss),Chris Brown,0,Chris Brown
0,Walk Away,Kelly Clarkson,0,Kelly Clarkson
0,Laffy Taffy,D4L,0,D4L
0,What You Know,T.I.,0,T.I.
0,Dirty Little Secret,The All-American Rejects,0,The All-American Rejects
0,Savin' Me,Nickelback,0,Nickelback
0,Don't Forget About Us,Mariah Carey,0,Mariah Carey
0,Sexy Love,Ne-Yo,0,Ne-Yo
0,U and Dat,E-40 featuring T-Pain and Kandi Girl,1,E-40 
0,Far Away,Nickelback,0,Nickelback
0,What's Left of Me,Nick Lachey,0,Nick Lachey
0,So What,Field Mob featuring Ciara,1,Field Mob 
0,Do It to It,Cherish featuring Sean P,1,Cherish 
0,Black Horse and the Cherry Tree,KT Tunstall,0,KT Tunstall
0,There It Go (The Whistle Song),Juelz Santana,0,Juelz Santana
0,Shoulder Lean,Young Dro featuring T.I.,1,Young Dro 
0,Unpredictable,Jamie Foxx featuring Ludacris,1,Jamie Foxx 
0,My Love,Justin Timberlake featuring T.I.,1,Justin Timberlake 
0,Shake That,Eminem featuring Nate Dogg,1,Eminem 
0,Pullin' Me Back,Chingy featuring Tyrese,1,Chingy 
0,Bossy,Kelis featuring Too Short,1,Kelis 
0,Chain Hang Low,Jibbs,0,Jibbs
0,Smack That,Akon featuring Eminem,1,Akon 
0,One Wish,Ray J,0,Ray J
0,Gimme That,Chris Brown featuring Lil Wayne,1,Chris Brown 
0,I Know You See It,Yung Joc,0,Yung Joc
0,Who Says You Can't Go Home,Bon Jovi featuring Jennifer Nettles,1,Bon Jovi 
0,Too Little Too Late,JoJo,0,JoJo
0,Touch It,Busta Rhymes,0,Busta Rhymes
0,Rompe,Daddy Yankee,0,Daddy Yankee
0,Déjà Vu,Beyoncé featuring Jay-Z,1,Beyoncé 
0,Life Is a Highway,Rascal Flatts,0,Rascal Flatts
0,Call Me When You're Sober,Evanescence,0,Evanescence
0,"Jesus, Take the Wheel",Carrie Underwood,0,Carrie Underwood
0,Show Stopper,Danity Kane featuring Yung Joc,1,Danity Kane 
0,Get Up,Ciara featuring Chamillionaire,1,Ciara 
0,Hate Me,Blue October,0,Blue October
0,Beep,Pussycat Dolls featuring will.i.am,1,Pussycat Dolls 
0,I Think They Like Me,"Dem Franchize Boyz featuring Jermaine Dupri, Da Brat and Bow Wow",1,Dem Franchize Boyz 
0,Say Goodbye,Chris Brown,0,Chris Brown
0,Waiting on the World to Change,John Mayer,0,John Mayer
0,Pump It,The Black Eyed Peas,0,The Black Eyed Peas
0,When I'm Gone,Eminem,0,Eminem
0,Hung Up,Madonna,0,Madonna
0,Stay Fly,Three 6 Mafia featuring Young Buck and 8Ball & MJG,1,Three 6 Mafia 
0,Love,Keyshia Cole,0,Keyshia Cole
0,When You're Mad,Ne-Yo,0,Ne-Yo
0,Why You Wanna,T.I.,0,T.I.
0,Stupid Girls,Pink,0,Pink
0,Do I Make You Proud,Taylor Hicks,0,Taylor Hicks
0,For You I Will (Confidence),Teddy Geiger,0,Teddy Geiger
1,Irreplaceable,Beyoncé,0,Beyoncé
1,Umbrella,Rihanna featuring Jay-Z,1,Rihanna 
1,The Sweet Escape,Gwen Stefani featuring Akon,1,Gwen Stefani 
1,Big Girls Don't Cry,Fergie,0,Fergie
1,Buy U a Drank (Shawty Snappin'),T-Pain featuring Yung Joc,1,T-Pain 
1,Before He Cheats,Carrie Underwood,0,Carrie Underwood
1,Hey There Delilah,Plain White T's,0,Plain White T's
1,I Wanna Love You,Akon featuring Snoop Dogg,1,Akon 
1,Say It Right,Nelly Furtado,0,Nelly Furtado
1,Glamorous,Fergie featuring Ludacris,1,Fergie 
0,Don't Matter,Akon,0,Akon
0,Girlfriend,Avril Lavigne,0,Avril Lavigne
0,Makes Me Wonder,Maroon 5,0,Maroon 5
0,Party Like a Rockstar,Shop Boyz,0,Shop Boyz
0,This Is Why I'm Hot,Mims,0,Mims
0,It's Not Over,Daughtry,0,Daughtry
0,The Way I Are,Timbaland featuring Keri Hilson,1,Timbaland 
0,Fergalicious,Fergie featuring will.i.am,1,Fergie 
0,Crank That (Soulja Boy),Soulja Boy Tell 'Em,0,Soulja Boy Tell 'Em
0,Give It to Me,Timbaland featuring Nelly Furtado and Justin Timberlake,1,Timbaland 
0,What Goes Around... Comes Around,Justin Timberlake,0,Justin Timberlake
0,Cupid's Chokehold,Gym Class Heroes featuring Patrick Stump,1,Gym Class Heroes 
0,Home,Daughtry,0,Daughtry
0,Stronger,Kanye West,0,Kanye West
0,We Fly High,Jim Jones,0,Jim Jones
0,U + Ur Hand,Pink,0,Pink
0,Walk It Out,Unk,0,Unk
0,Beautiful Girls,Sean Kingston,0,Sean Kingston
0,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,0,Fall Out Boy
0,Bartender,T-Pain featuring Akon,1,T-Pain 
0,"Pop, Lock & Drop It",Huey,0,Huey
0,Runaway Love,Ludacris featuring Mary J. Blige,1,Ludacris 
0,Rockstar,Nickelback,0,Nickelback
0,Thnks fr th Mmrs,Fall Out Boy,0,Fall Out Boy
0,What I've Done,Linkin Park,0,Linkin Park
0,Summer Love,Justin Timberlake,0,Justin Timberlake
0,You,Lloyd featuring Lil Wayne,1,Lloyd 
0,Wait for You,Elliott Yamin,0,Elliott Yamin
0,Last Night,Diddy featuring Keyshia Cole,1,Diddy 
0,Make It Rain,Fat Joe featuring Lil Wayne,1,Fat Joe 
0,Make Me Better,Fabolous featuring Ne-Yo,1,Fabolous 
0,Ice Box,Omarion featuring Timbaland,1,Omarion 
0,Lost Without U,Robin Thicke,0,Robin Thicke
0,I'm a Flirt,R. Kelly featuring T.I. and T-Pain,1,R. Kelly 
0,If Everyone Cared,Nickelback,0,Nickelback
0,Get It Shawty,Lloyd,0,Lloyd
0,Face Down,The Red Jumpsuit Apparatus,0,The Red Jumpsuit Apparatus
0,The Way I Live,Baby Boy da Prince,0,Baby Boy da Prince
0,Shortie Like Mine,Bow Wow featuring Chris Brown and Johntá Austin,1,Bow Wow 
0,It Ends Tonight,The All-American Rejects,0,The All-American Rejects
0,A Bay Bay,Hurricane Chris,0,Hurricane Chris
0,Because of You,Ne-Yo,0,Ne-Yo
0,I Tried,Bone Thugs-n-Harmony featuring Akon,1,Bone Thugs-n-Harmony 
0,Welcome To The Black Parade,My Chemical Romance,0,My Chemical Romance
0,Shawty,Plies featuring T-Pain,1,Plies 
0,Beautiful Liar,Beyoncé and Shakira,0,Beyoncé and Shakira
0,Keep Holding On,Avril Lavigne,0,Avril Lavigne
0,Let It Go,Keyshia Cole featuring Missy Elliott and Lil' Kim,1,Keyshia Cole 
0,Apologize,OneRepublic,0,OneRepublic
0,Bubbly,Colbie Caillat,0,Colbie Caillat
0,Like a Boy,Ciara,0,Ciara
0,Who Knew,Pink,0,Pink
0,Never Again,Kelly Clarkson,0,Kelly Clarkson
0,Promise,Ciara,0,Ciara
0,Bed,J. Holiday,0,J. Holiday
0,Throw Some D's,Rich Boy featuring Polow da Don,1,Rich Boy 
0,Rehab,Amy Winehouse,0,Amy Winehouse
0,Big Shit Poppin' (Do It),T.I.,0,T.I.
0,No One,Alicia Keys,0,Alicia Keys
0,The Great Escape,Boys Like Girls,0,Boys Like Girls
0,2 Step,Unk,0,Unk
0,Walk Away (Remember Me),Paula DeAnda featuring The D.E.Y.,1,Paula DeAnda 
0,Go Getta,Young Jeezy featuring R. Kelly,1,Young Jeezy 
0,Here (In Your Arms),Hellogoodbye,0,Hellogoodbye
0,On the Hotline,Pretty Ricky,0,Pretty Ricky
0,Wind It Up,Gwen Stefani,0,Gwen Stefani
0,Cyclone,Baby Bash featuring T-Pain,1,Baby Bash 
0,Break It Off,Rihanna featuring Sean Paul,1,Rihanna 
0,First Time,Lifehouse,0,Lifehouse
0,Ayo Technology,50 Cent featuring Justin Timberlake and Timbaland,1,50 Cent 
0,Outta My System,Bow Wow featuring T-Pain and Johntá Austin,1,Bow Wow 
0,Teardrops on My Guitar,Taylor Swift,0,Taylor Swift
0,Shut Up and Drive,Rihanna,0,Rihanna
0,Snow (Hey Oh),Red Hot Chili Peppers,0,Red Hot Chili Peppers
0,Kiss Kiss,Chris Brown featuring T-Pain,1,Chris Brown 
0,Rock Yo Hips,Crime Mob and Lil' Scrappy,0,Crime Mob and Lil' Scrappy
0,LoveStoned,Justin Timberlake,0,Justin Timberlake
0,Better than Me,Hinder,0,Hinder
0,Paralyzer,Finger Eleven,0,Finger Eleven
0,That's That,Snoop Dogg featuring R. Kelly,1,Snoop Dogg 
0,Same Girl,R. Kelly featuring Usher,1,R. Kelly 
1,Low,Flo Rida featuring T-Pain,1,Flo Rida 
1,Bleeding Love,Leona Lewis,0,Leona Lewis
1,Lollipop,Lil Wayne featuring Static Major,1,Lil Wayne 
1,No Air,Jordin Sparks and Chris Brown,0,Jordin Sparks and Chris Brown
1,Love Song,Sara Bareilles,0,Sara Bareilles
1,Love in This Club,Usher featuring Young Jeezy,1,Usher 
1,With You,Chris Brown,0,Chris Brown
1,Forever,Chris Brown,0,Chris Brown
0,Sexy Can I,Ray J featuring Yung Berg,1,Ray J 
0,Take a Bow,Rihanna,0,Rihanna
0,Viva la Vida,Coldplay,0,Coldplay
0,I Kissed a Girl,Katy Perry,0,Katy Perry
0,Whatever You Like,T.I.,0,T.I.
0,Disturbia,Rihanna,0,Rihanna
0,Don't Stop the Music,Rihanna,0,Rihanna
0,Pocketful of Sunshine,Natasha Bedingfield,0,Natasha Bedingfield
0,Closer,Ne-Yo,0,Ne-Yo
0,Touch My Body,Mariah Carey,0,Mariah Carey
0,4 Minutes,Madonna featuring Justin Timberlake and Timbaland,1,Madonna 
0,So What,Pink,0,Pink
0,Clumsy,Fergie,0,Fergie
0,I'm Yours,Jason Mraz,0,Jason Mraz
0,Leavin',Jesse McCartney,0,Jesse McCartney
0,Dangerous,Kardinal Offishall featuring Akon,1,Kardinal Offishall 
0,Tattoo,Jordin Sparks,0,Jordin Sparks
0,See You Again,Miley Cyrus,0,Miley Cyrus
0,Shake It,Metro Station,0,Metro Station
0,Stop and Stare,OneRepublic,0,OneRepublic
0,Take You There,Sean Kingston,0,Sean Kingston
0,Paper Planes,M.I.A.,0,M.I.A.
0,Hot n Cold,Katy Perry,0,Katy Perry
0,Live Your Life,T.I. featuring Rihanna,1,T.I. 
0,Bust It Baby (Part 2),Plies featuring Ne-Yo,1,Plies 
0,American Boy,Estelle featuring Kanye West,1,Estelle 
0,Got Money,Lil Wayne featuring T-Pain,1,Lil Wayne 
0,Our Song,Taylor Swift,0,Taylor Swift
0,Damaged,Danity Kane,0,Danity Kane
0,A Milli,Lil Wayne,0,Lil Wayne
0,Sorry,Buckcherry,0,Buckcherry
0,Independent,Webbie featuring Lil Boosie and Lil Phat,1,Webbie 
0,Can't Believe It,T-Pain featuring Lil Wayne,1,T-Pain 
0,Like You'll Never See Me Again,Alicia Keys,0,Alicia Keys
0,When I Grow Up,Pussycat Dolls,0,Pussycat Dolls
0,Sexual Eruption,Snoop Dogg,0,Snoop Dogg
0,What You Got,Colby O'Donis featuring Akon,1,Colby O'Donis 
0,It's Not My Time,3 Doors Down,0,3 Doors Down
0,Better in Time,Leona Lewis,0,Leona Lewis
0,Shadow of the Day,Linkin Park,0,Linkin Park
0,Sweetest Girl (Dollar Bill),"Wyclef Jean featuring Akon, Lil Wayne and Niia",1,Wyclef Jean 
0,Miss Independent,Ne-Yo,0,Ne-Yo
0,Fall for You,Secondhand Serenade,0,Secondhand Serenade
0,In the Ayer,Flo Rida featuring will.i.am,1,Flo Rida 
0,Say,John Mayer,0,John Mayer
0,One Step at a Time,Jordin Sparks,0,Jordin Sparks
0,Hate That I Love You,Rihanna featuring Ne-Yo,1,Rihanna 
0,Superstar,Lupe Fiasco featuring Matthew Santos,1,Lupe Fiasco 
0,Suffocate,J. Holiday,0,J. Holiday
0,Let It Rock,Kevin Rudolf featuring Lil Wayne,1,Kevin Rudolf 
0,Get Like Me,David Banner featuring Chris Brown and Yung Joc,1,David Banner 
0,Realize,Colbie Caillat,0,Colbie Caillat
0,Put On,Young Jeezy featuring Kanye West,1,Young Jeezy 
0,The Time of My Life,David Cook,0,David Cook
0,Lolli Lolli (Pop That Body),Three 6 Mafia,0,Three 6 Mafia
0,Love Like This,Natasha Bedingfield featuring Sean Kingston,1,Natasha Bedingfield 
0,Burnin' Up,Jonas Brothers featuring Big Rob,1,Jonas Brothers 
0,Love Lockdown,Kanye West,0,Kanye West
0,I Luv Your Girl,The-Dream,0,The-Dream
0,Crush,David Archuleta,0,David Archuleta
0,Hypnotized,Plies featuring Akon,1,Plies 
0,Good Life,Kanye West featuring T-Pain,1,Kanye West 
0,Womanizer,Britney Spears,0,Britney Spears
0,Love Story,Taylor Swift,0,Taylor Swift
0,Just Fine,Mary J. Blige,0,Mary J. Blige
0,Piece of Me,Britney Spears,0,Britney Spears
0,The Boss,Rick Ross featuring T-Pain,1,Rick Ross 
0,All Summer Long,Kid Rock,0,Kid Rock
0,Can't Help but Wait,Trey Songz,0,Trey Songz
0,In Love with a Girl,Gavin DeGraw,0,Gavin DeGraw
0,My Life,The Game featuring Lil Wayne,1,The Game 
0,I Remember,Keyshia Cole,0,Keyshia Cole
0,Flashing Lights,Kanye West featuring Dwele,1,Kanye West 
0,Mrs. Officer,Lil Wayne featuring Bobby Valentino and Kidd Kidd,1,Lil Wayne 
0,7 Things,Miley Cyrus,0,Miley Cyrus
0,You're Gonna Miss This,Trace Adkins,0,Trace Adkins
0,Love Remains the Same,Gavin Rossdale,0,Gavin Rossdale
0,Feels Like Tonight,Daughtry,0,Daughtry
0,Addicted,Saving Abel,0,Saving Abel
0,Into the Night,Santana featuring Chad Kroeger,1,Santana 
0,Heaven Sent,Keyshia Cole,0,Keyshia Cole
0,She Got It,2 Pistols featuring T-Pain and Tay Dizm,1,2 Pistols 
1,Boom Boom Pow,The Black Eyed Peas,0,The Black Eyed Peas
1,Poker Face,Lady Gaga,0,Lady Gaga
1,Just Dance,Lady Gaga featuring Colby O'Donis,1,Lady Gaga 
1,I Gotta Feeling,The Black Eyed Peas,0,The Black Eyed Peas
1,Right Round,Flo Rida,0,Flo Rida
1,Single Ladies (Put a Ring on It),Beyoncé,0,Beyoncé
1,Heartless,Kanye West,0,Kanye West
1,Gives You Hell,The All-American Rejects,0,The All-American Rejects
0,You Belong with Me,Taylor Swift,0,Taylor Swift
0,Dead and Gone,T.I. featuring Justin Timberlake,1,T.I. 
0,You Found Me,The Fray,0,The Fray
0,Use Somebody,Kings of Leon,0,Kings of Leon
0,Knock You Down,Keri Hilson featuring Kanye West and Ne-Yo,1,Keri Hilson 
0,Blame It,Jamie Foxx featuring T-Pain,1,Jamie Foxx 
0,I Know You Want Me (Calle Ocho),Pitbull,0,Pitbull
0,Kiss Me thru the Phone,Soulja Boy Tell 'Em featuring Sammie,1,Soulja Boy Tell 'Em 
0,Down,Jay Sean featuring Lil Wayne,1,Jay Sean 
0,The Climb,Miley Cyrus,0,Miley Cyrus
0,Best I Ever Had,Drake,0,Drake
0,My Life Would Suck Without You,Kelly Clarkson,0,Kelly Clarkson
0,Halo,Beyoncé,0,Beyoncé
0,Second Chance,Shinedown,0,Shinedown
0,Circus,Britney Spears,0,Britney Spears
0,Day 'n' Nite,Kid Cudi,0,Kid Cudi
0,Party in the U.S.A.,Miley Cyrus,0,Miley Cyrus
0,Don't Trust Me,3OH!3,0,3OH!3
0,Run This Town,Jay-Z featuring Rihanna and Kanye West,1,Jay-Z 
0,Fire Burning,Sean Kingston,0,Sean Kingston
0,Whatcha Say,Jason Derulo,0,Jason Derulo
0,LoveGame,Lady Gaga,0,Lady Gaga
0,Waking Up in Vegas,Katy Perry,0,Katy Perry
0,Birthday Sex,Jeremih,0,Jeremih
0,Sober,Pink,0,Pink
0,Obsessed,Mariah Carey,0,Mariah Carey
0,Mad,Ne-Yo,0,Ne-Yo
0,Good Girls Go Bad,Cobra Starship featuring Leighton Meester,1,Cobra Starship 
0,Hotel Room Service,Pitbull,0,Pitbull
0,Crack a Bottle,"Eminem, Dr. Dre and 50 Cent",0,"Eminem, Dr. Dre and 50 Cent"
0,If I Were a Boy,Beyoncé,0,Beyoncé
0,Turnin Me On,Keri Hilson featuring Lil Wayne,1,Keri Hilson 
0,I Hate This Part,Pussycat Dolls,0,Pussycat Dolls
0,Gotta Be Somebody,Nickelback,0,Nickelback
0,Please Don't Leave Me,Pink,0,Pink
0,Paparazzi,Lady Gaga,0,Lady Gaga
0,Beautiful,Akon featuring Colby O'Donis and Kardinal Offishall,1,Akon 
0,Right Now (Na Na Na),Akon,0,Akon
0,Battlefield,Jordin Sparks,0,Jordin Sparks
0,Sugar,Flo Rida featuring Wynter Gordon,1,Flo Rida 
0,Fireflies,Owl City,0,Owl City
0,New Divide,Linkin Park,0,Linkin Park
0,Empire State of Mind,Jay-Z featuring Alicia Keys,1,Jay-Z 
0,No Surprise,Daughtry,0,Daughtry
0,She Wolf,Shakira,0,Shakira
0,Break Up,Mario featuring Gucci Mane and Sean Garrett,1,Mario 
0,Sweet Dreams,Beyoncé,0,Beyoncé
0,Every Girl,Young Money,0,Young Money
0,Fallin' for You,Colbie Caillat,0,Colbie Caillat
